transaction_id,date,time,product_id,product_name,category,quantity_sold,unit_price,unit_type,current_stock,reorder_point,is_payday_period,promo_flag,remarks
TXN-06219,12/7/2025,19:35,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,9,13,Sachet,70,55,0,0,Weekend demand
TXN-06220,12/7/2025,20:10,P046,Palmolive Shampoo Sachet,Personal Care,6,7,Sachet,61,40,0,0,Weekend demand
TXN-06221,12/7/2025,20:30,P025,Royal Tru-Orange 1.5L,Drinks & Powdered Beverages,4,75,Bottle,189,25,0,1,Holiday promo demand
TXN-06222,12/7/2025,20:55,P005,Great Taste White Sachet,Coffee & Breakfast Items,5,12,Sachet,45,50,0,0,Weekend demand
TXN-06223,12/8/2025,9:15,P024,Sprite 1.5L,Drinks & Powdered Beverages,2,75,Bottle,37,30,0,0,Holiday demand
TXN-06224,12/8/2025,10:15,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",5,23,Can,121,45,0,0,Regular sale
TXN-06225,12/8/2025,10:40,P021,Rebisco Crackers,"Snacks, Biscuits & Sweets",3,8,Pack,222,35,0,0,Holiday demand
TXN-06226,12/8/2025,11:00,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",10,8,Pack,112,45,0,1,Holiday promo demand
TXN-06227,12/8/2025,11:15,P022,Mineral Water 500ml,Drinks & Powdered Beverages,6,12,Bottle,383,80,0,0,Holiday demand
TXN-06228,12/8/2025,11:45,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",10,11,Pack,298,55,0,0,Regular sale
TXN-06229,12/8/2025,11:50,P003,Milo Sachet 24g,Coffee & Breakfast Items,6,12,Sachet,268,45,0,0,Regular sale
TXN-06230,12/8/2025,12:00,P048,GCash Cash-In Service,Mobile Load & Digital Services,5,10,Service,1761,120,0,0,Regular sale
TXN-06231,12/8/2025,12:05,P044,Safeguard Soap 60g,Personal Care,1,28,Piece,40,35,0,0,Regular sale
TXN-06232,12/8/2025,12:20,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,15,13,Sachet,414,55,0,0,Regular sale
TXN-06233,12/8/2025,12:45,P010,Century Tuna 180g,"Noodles, Pasta & Canned Goods",3,43,Can,182,30,0,1,Promo sale
TXN-06234,12/8/2025,12:55,P047,Mobile Load 50,Mobile Load & Digital Services,6,50,Load,1396,120,0,0,Regular sale
TXN-06235,12/8/2025,13:05,P037,Egg Medium,"Eggs, Chilled & Frozen Items",13,9,Piece,124,90,0,0,Regular sale
TXN-06236,12/8/2025,13:10,P032,Cooking Oil 250ml,"Condiments, Sauces & Cooking Needs",2,38,Bottle,243,30,0,0,Regular sale
TXN-06237,12/8/2025,13:30,P040,Ariel Detergent Sachet,Laundry & Cleaning,10,8,Sachet,242,55,0,0,Regular sale
TXN-06238,12/8/2025,13:35,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,4,75,Bottle,123,35,0,0,Holiday demand
TXN-06239,12/8/2025,13:35,P031,White Sugar 1/2 Kilo,Rice & Staples,4,38,Pack,230,35,0,0,Regular sale
TXN-06240,12/8/2025,14:30,P049,Face Mask 5pcs,Personal Care,3,20,Pack,79,20,0,0,Regular sale
TXN-06241,12/8/2025,14:35,P036,Gardenia Tasty Bread,Bread & Bakery,1,78,Loaf,123,18,0,1,Promo sale
TXN-06242,12/8/2025,15:25,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,6,12,Pack,133,45,0,0,Holiday demand
TXN-06243,12/8/2025,17:05,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",8,10,Piece,107,50,0,0,Holiday demand
TXN-06244,12/8/2025,17:15,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,3,8,Sachet,198,45,0,0,Regular sale
TXN-06245,12/8/2025,17:15,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",9,17,Pack,431,75,0,0,Regular sale
TXN-06246,12/8/2025,17:20,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,6,20,Bottle,142,35,0,0,Holiday demand
TXN-06247,12/8/2025,17:30,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",8,18,Pack,302,45,0,1,Holiday promo demand
TXN-06248,12/8/2025,17:45,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",10,18,Pack,191,60,0,0,Holiday demand
TXN-06249,12/8/2025,17:50,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",1,68,Pack,81,20,0,0,Regular sale
TXN-06250,12/8/2025,17:50,P046,Palmolive Shampoo Sachet,Personal Care,6,7,Sachet,55,40,0,0,Regular sale
TXN-06251,12/8/2025,18:35,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,4,10,Sachet,99,35,0,0,Regular sale
TXN-06252,12/8/2025,18:45,P025,Royal Tru-Orange 1.5L,Drinks & Powdered Beverages,3,75,Bottle,186,25,0,0,Holiday demand
TXN-06253,12/8/2025,18:45,P028,Tang Orange Sachet,Drinks & Powdered Beverages,2,20,Sachet,170,30,0,0,Holiday demand
TXN-06254,12/8/2025,18:55,P011,555 Tuna Afritada 155g,"Noodles, Pasta & Canned Goods",1,32,Can,56,25,0,0,Regular sale
TXN-06255,12/8/2025,19:10,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",6,10,Piece,226,45,0,0,Holiday demand
TXN-06256,12/8/2025,19:10,P034,Datu Puti Vinegar 350ml,"Condiments, Sauces & Cooking Needs",6,18,Bottle,92,25,0,0,Regular sale
TXN-06257,12/8/2025,19:15,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,1,13,Sachet,60,40,0,0,Regular sale
TXN-06258,12/8/2025,19:30,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",8,8,Pack,212,45,0,0,Holiday demand
TXN-06259,12/8/2025,19:30,P041,Surf Detergent Sachet,Laundry & Cleaning,3,7,Sachet,255,55,0,0,Regular sale
TXN-06260,12/8/2025,19:35,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",2,75,Pack,68,18,0,0,Regular sale
TXN-06261,12/8/2025,20:00,P005,Great Taste White Sachet,Coffee & Breakfast Items,8,12,Sachet,249,50,0,0,Regular sale
TXN-06262,12/8/2025,20:25,P050,Ballpen Black,School & Office Supplies,3,10,Piece,136,25,0,0,Regular sale
TXN-06263,12/8/2025,20:30,P029,Rice per Kilo,Rice & Staples,6,48,Kilo,311,80,0,0,Regular sale
TXN-06264,12/8/2025,20:35,P045,Colgate Sachet,Personal Care,7,7,Sachet,231,35,0,1,Promo sale
TXN-06265,12/9/2025,8:05,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,6,10,Sachet,93,35,0,0,Regular sale
TXN-06266,12/9/2025,8:45,P021,Rebisco Crackers,"Snacks, Biscuits & Sweets",12,8,Pack,210,35,0,0,Holiday demand
TXN-06267,12/9/2025,8:50,P034,Datu Puti Vinegar 350ml,"Condiments, Sauces & Cooking Needs",5,18,Bottle,87,25,0,0,Regular sale
TXN-06268,12/9/2025,9:05,P040,Ariel Detergent Sachet,Laundry & Cleaning,6,8,Sachet,236,55,0,0,Regular sale
TXN-06269,12/9/2025,9:20,P010,Century Tuna 180g,"Noodles, Pasta & Canned Goods",1,43,Can,181,30,0,0,Regular sale
TXN-06270,12/9/2025,9:20,P029,Rice per Kilo,Rice & Staples,9,48,Kilo,302,80,0,0,Regular sale
TXN-06271,12/9/2025,11:00,P042,Joy Dishwashing Sachet,Laundry & Cleaning,1,8,Sachet,158,40,0,0,Regular sale
TXN-06272,12/9/2025,11:15,P005,Great Taste White Sachet,Coffee & Breakfast Items,4,12,Sachet,245,50,0,0,Regular sale
TXN-06273,12/9/2025,11:30,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,4,75,Bottle,119,35,0,0,Holiday demand
TXN-06274,12/9/2025,11:45,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,10,8,Sachet,188,45,0,0,Regular sale
TXN-06275,12/9/2025,12:00,P041,Surf Detergent Sachet,Laundry & Cleaning,4,7,Sachet,251,55,0,1,Promo sale
TXN-06276,12/9/2025,12:15,P022,Mineral Water 500ml,Drinks & Powdered Beverages,10,12,Bottle,373,80,0,0,Holiday demand
TXN-06277,12/9/2025,12:35,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",1,68,Pack,80,20,0,0,Regular sale
TXN-06278,12/9/2025,12:40,P030,Brown Sugar 1/2 Kilo,Rice & Staples,9,36,Pack,93,35,0,0,Regular sale
TXN-06279,12/9/2025,12:50,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",2,75,Pack,66,18,0,0,Regular sale
TXN-06280,12/9/2025,13:45,P044,Safeguard Soap 60g,Personal Care,1,28,Piece,39,35,0,0,Regular sale
TXN-06281,12/9/2025,14:10,P033,Silver Swan Soy Sauce,"Condiments, Sauces & Cooking Needs",4,23,Bottle,146,30,0,0,Regular sale
TXN-06282,12/9/2025,15:05,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",8,18,Pack,183,60,0,0,Holiday demand
TXN-06283,12/9/2025,15:20,P028,Tang Orange Sachet,Drinks & Powdered Beverages,3,20,Sachet,167,30,0,0,Holiday demand
TXN-06284,12/9/2025,15:20,P037,Egg Medium,"Eggs, Chilled & Frozen Items",4,9,Piece,120,90,0,0,Regular sale
TXN-06285,12/9/2025,15:30,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,10,13,Sachet,404,55,0,0,Regular sale
TXN-06286,12/9/2025,15:50,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,3,12,Pack,130,45,0,0,Holiday demand
TXN-06287,12/9/2025,16:00,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",8,5,Sachet,145,50,0,0,Regular sale
TXN-06288,12/9/2025,16:10,P049,Face Mask 5pcs,Personal Care,4,20,Pack,75,20,0,0,Regular sale
TXN-06289,12/9/2025,16:25,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",9,18,Pack,293,45,0,0,Holiday demand
TXN-06290,12/9/2025,16:40,P017,SkyFlakes Crackers,"Snacks, Biscuits & Sweets",7,9,Pack,192,40,0,0,Holiday demand
TXN-06291,12/9/2025,16:45,P003,Milo Sachet 24g,Coffee & Breakfast Items,2,12,Sachet,266,45,0,0,Regular sale
TXN-06292,12/9/2025,17:30,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",2,23,Can,119,45,0,0,Regular sale
TXN-06293,12/9/2025,17:30,P013,UFC Spaghetti Sauce 250g,"Noodles, Pasta & Canned Goods",1,28,Pack,134,25,0,0,Regular sale
TXN-06294,12/9/2025,17:45,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",4,10,Piece,222,45,0,0,Holiday demand
TXN-06295,12/9/2025,17:50,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",8,8,Pack,104,45,0,1,Holiday promo demand
TXN-06296,12/9/2025,17:55,P011,555 Tuna Afritada 155g,"Noodles, Pasta & Canned Goods",3,32,Can,53,25,0,0,Regular sale
TXN-06297,12/9/2025,18:45,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",12,11,Pack,286,55,0,0,Regular sale
TXN-06298,12/9/2025,18:55,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",1,8,Pack,211,45,0,0,Holiday demand
TXN-06299,12/9/2025,19:05,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,4,13,Sachet,56,40,0,0,Regular sale
TXN-06300,12/9/2025,20:25,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",7,10,Piece,100,50,0,0,Holiday demand
TXN-06301,12/9/2025,20:25,P046,Palmolive Shampoo Sachet,Personal Care,4,7,Sachet,51,40,0,1,Promo sale
TXN-06302,12/10/2025,8:40,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,6,20,Bottle,136,35,0,0,Holiday demand
TXN-06303,12/10/2025,8:50,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",8,10,Piece,214,45,0,0,Holiday demand
TXN-06304,12/10/2025,9:45,P025,Royal Tru-Orange 1.5L,Drinks & Powdered Beverages,5,75,Bottle,181,25,0,0,Holiday demand
TXN-06305,12/10/2025,9:55,P010,Century Tuna 180g,"Noodles, Pasta & Canned Goods",2,43,Can,179,30,0,0,Regular sale
TXN-06306,12/10/2025,10:00,P029,Rice per Kilo,Rice & Staples,9,48,Kilo,293,80,0,0,Regular sale
TXN-06307,12/10/2025,10:15,P044,Safeguard Soap 60g,Personal Care,3,28,Piece,36,35,0,0,Regular sale
TXN-06308,12/10/2025,10:25,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",11,18,Pack,172,60,0,0,Holiday demand
TXN-06309,12/10/2025,11:00,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",8,10,Piece,92,50,0,0,Holiday demand
TXN-06310,12/10/2025,11:40,P003,Milo Sachet 24g,Coffee & Breakfast Items,8,12,Sachet,258,45,0,1,Promo sale
TXN-06311,12/10/2025,12:00,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,6,75,Bottle,113,35,0,0,Holiday demand
TXN-06312,12/10/2025,12:00,P047,Mobile Load 50,Mobile Load & Digital Services,5,50,Load,1396,120,0,0,Regular sale
TXN-06313,12/10/2025,12:10,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",6,8,Pack,205,45,0,0,Holiday demand
TXN-06314,12/10/2025,12:10,P022,Mineral Water 500ml,Drinks & Powdered Beverages,12,12,Bottle,361,80,0,0,Holiday demand
TXN-06315,12/10/2025,12:35,P032,Cooking Oil 250ml,"Condiments, Sauces & Cooking Needs",3,38,Bottle,240,30,0,0,Regular sale
TXN-06316,12/10/2025,12:40,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",5,5,Sachet,140,50,0,0,Regular sale
TXN-06317,12/10/2025,12:45,P005,Great Taste White Sachet,Coffee & Breakfast Items,5,12,Sachet,240,50,0,0,Regular sale
TXN-06318,12/10/2025,12:45,P050,Ballpen Black,School & Office Supplies,2,10,Piece,134,25,0,0,Regular sale
TXN-06319,12/10/2025,12:55,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,2,10,Sachet,91,35,0,0,Regular sale
TXN-06320,12/10/2025,13:20,P012,Argentina Corned Beef 150g,"Noodles, Pasta & Canned Goods",3,39,Can,91,30,0,0,Regular sale
TXN-06321,12/10/2025,14:20,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",9,17,Pack,422,75,0,0,Regular sale
TXN-06322,12/10/2025,14:30,P033,Silver Swan Soy Sauce,"Condiments, Sauces & Cooking Needs",7,23,Bottle,139,30,0,0,Regular sale
TXN-06323,12/10/2025,14:55,P017,SkyFlakes Crackers,"Snacks, Biscuits & Sweets",3,9,Pack,189,40,0,0,Holiday demand
TXN-06324,12/10/2025,15:05,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,5,8,Sachet,183,45,0,0,Regular sale
TXN-06325,12/10/2025,15:30,P048,GCash Cash-In Service,Mobile Load & Digital Services,1,10,Service,1761,120,0,0,Regular sale
TXN-06326,12/10/2025,15:45,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,6,13,Sachet,50,40,0,0,Regular sale
TXN-06327,12/10/2025,15:50,P049,Face Mask 5pcs,Personal Care,1,20,Pack,74,20,0,0,Regular sale
TXN-06328,12/10/2025,16:00,P046,Palmolive Shampoo Sachet,Personal Care,6,7,Sachet,45,40,0,1,Promo sale
TXN-06329,12/10/2025,16:05,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",7,18,Pack,286,45,0,0,Holiday demand
TXN-06330,12/10/2025,16:40,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",12,11,Pack,274,55,0,0,Regular sale
TXN-06331,12/10/2025,17:10,P036,Gardenia Tasty Bread,Bread & Bakery,2,78,Loaf,121,18,0,0,Regular sale
TXN-06332,12/10/2025,17:20,P028,Tang Orange Sachet,Drinks & Powdered Beverages,3,20,Sachet,164,30,0,0,Holiday demand
TXN-06333,12/10/2025,17:40,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",7,8,Pack,97,45,0,0,Holiday demand
TXN-06334,12/10/2025,18:40,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,2,12,Pack,128,45,0,0,Holiday demand
TXN-06335,12/10/2025,18:45,P041,Surf Detergent Sachet,Laundry & Cleaning,6,7,Sachet,245,55,0,0,Regular sale
TXN-06336,12/10/2025,19:10,P024,Sprite 1.5L,Drinks & Powdered Beverages,4,75,Bottle,33,30,0,0,Holiday demand
TXN-06337,12/10/2025,20:30,P045,Colgate Sachet,Personal Care,6,7,Sachet,225,35,0,0,Regular sale
TXN-06338,12/11/2025,8:45,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",10,17,Pack,412,75,0,0,Regular sale
TXN-06339,12/11/2025,9:30,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,7,13,Sachet,397,55,0,0,Regular sale
TXN-06340,12/11/2025,10:00,P047,Mobile Load 50,Mobile Load & Digital Services,1,50,Load,1395,120,0,0,Regular sale
TXN-06341,12/11/2025,10:25,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",10,11,Pack,264,55,0,0,Regular sale
TXN-06342,12/11/2025,10:25,P029,Rice per Kilo,Rice & Staples,3,48,Kilo,290,80,0,0,Regular sale
TXN-06343,12/11/2025,12:20,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",4,10,Piece,210,45,0,0,Holiday demand
TXN-06344,12/11/2025,12:25,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,5,75,Bottle,108,35,0,0,Holiday demand
TXN-06345,12/11/2025,12:50,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",3,8,Pack,202,45,0,0,Holiday demand
TXN-06346,12/11/2025,12:50,P046,Palmolive Shampoo Sachet,Personal Care,4,7,Sachet,41,40,0,0,Regular sale
TXN-06347,12/11/2025,12:55,P003,Milo Sachet 24g,Coffee & Breakfast Items,4,12,Sachet,254,45,0,0,Regular sale
TXN-06348,12/11/2025,13:10,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",8,8,Pack,89,45,0,0,Holiday demand
TXN-06349,12/11/2025,13:35,P022,Mineral Water 500ml,Drinks & Powdered Beverages,6,12,Bottle,355,80,0,0,Holiday demand
TXN-06350,12/11/2025,14:00,P033,Silver Swan Soy Sauce,"Condiments, Sauces & Cooking Needs",4,23,Bottle,135,30,0,0,Regular sale
TXN-06351,12/11/2025,14:45,P025,Royal Tru-Orange 1.5L,Drinks & Powdered Beverages,1,75,Bottle,180,25,0,0,Holiday demand
TXN-06352,12/11/2025,15:50,P017,SkyFlakes Crackers,"Snacks, Biscuits & Sweets",6,9,Pack,183,40,0,0,Holiday demand
TXN-06353,12/11/2025,16:10,P010,Century Tuna 180g,"Noodles, Pasta & Canned Goods",7,43,Can,172,30,0,0,Regular sale
TXN-06354,12/11/2025,16:25,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",6,5,Sachet,134,50,0,0,Regular sale
TXN-06355,12/11/2025,16:30,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",5,18,Pack,281,45,0,0,Holiday demand
TXN-06356,12/11/2025,16:30,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",2,75,Pack,64,18,0,0,Regular sale
TXN-06357,12/11/2025,16:35,P030,Brown Sugar 1/2 Kilo,Rice & Staples,4,36,Pack,89,35,0,0,Regular sale
TXN-06358,12/11/2025,16:35,P048,GCash Cash-In Service,Mobile Load & Digital Services,3,10,Service,1761,120,0,0,Regular sale
TXN-06359,12/11/2025,17:20,P044,Safeguard Soap 60g,Personal Care,3,28,Piece,237,35,0,0,Regular sale
TXN-06360,12/11/2025,17:30,P034,Datu Puti Vinegar 350ml,"Condiments, Sauces & Cooking Needs",2,18,Bottle,85,25,0,0,Regular sale
TXN-06361,12/11/2025,17:30,P041,Surf Detergent Sachet,Laundry & Cleaning,6,7,Sachet,239,55,0,0,Regular sale
TXN-06362,12/11/2025,17:50,P050,Ballpen Black,School & Office Supplies,1,10,Piece,133,25,0,0,Regular sale
TXN-06363,12/11/2025,17:55,P012,Argentina Corned Beef 150g,"Noodles, Pasta & Canned Goods",2,39,Can,89,30,0,0,Regular sale
TXN-06364,12/11/2025,17:55,P031,White Sugar 1/2 Kilo,Rice & Staples,1,38,Pack,229,35,0,0,Regular sale
TXN-06365,12/11/2025,18:15,P043,Zonrox Bleach 250ml,Laundry & Cleaning,1,22,Bottle,39,25,0,0,Regular sale
TXN-06366,12/11/2025,18:30,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,9,8,Sachet,174,45,0,1,Promo sale
TXN-06367,12/11/2025,18:35,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",9,18,Pack,163,60,0,0,Holiday demand
TXN-06368,12/11/2025,18:50,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,5,13,Sachet,45,40,0,0,Regular sale
TXN-06369,12/11/2025,18:55,P036,Gardenia Tasty Bread,Bread & Bakery,5,78,Loaf,116,18,0,0,Regular sale
TXN-06370,12/11/2025,19:25,P024,Sprite 1.5L,Drinks & Powdered Beverages,2,75,Bottle,31,30,0,0,Holiday demand
TXN-06371,12/11/2025,19:50,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",6,23,Can,113,45,0,0,Regular sale
TXN-06372,12/11/2025,19:55,P042,Joy Dishwashing Sachet,Laundry & Cleaning,6,8,Sachet,152,40,0,0,Regular sale
TXN-06373,12/11/2025,20:10,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",9,10,Piece,83,50,0,0,Holiday demand
TXN-06374,12/11/2025,20:30,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,8,10,Sachet,83,35,0,0,Regular sale
TXN-06375,12/11/2025,20:35,P011,555 Tuna Afritada 155g,"Noodles, Pasta & Canned Goods",3,32,Can,50,25,0,0,Regular sale
TXN-06376,12/12/2025,8:10,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",6,5,Sachet,128,50,0,0,Regular sale
TXN-06377,12/12/2025,9:00,P033,Silver Swan Soy Sauce,"Condiments, Sauces & Cooking Needs",6,23,Bottle,129,30,0,0,Regular sale
TXN-06378,12/12/2025,9:55,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",4,11,Pack,260,55,0,0,Regular sale
TXN-06379,12/12/2025,9:55,P048,GCash Cash-In Service,Mobile Load & Digital Services,3,10,Service,1761,120,0,0,Regular sale
TXN-06380,12/12/2025,10:15,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,7,8,Sachet,167,45,0,0,Regular sale
TXN-06381,12/12/2025,10:15,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,9,12,Pack,119,45,0,0,Holiday demand
TXN-06382,12/12/2025,10:25,P013,UFC Spaghetti Sauce 250g,"Noodles, Pasta & Canned Goods",1,28,Pack,133,25,0,0,Regular sale
TXN-06383,12/12/2025,10:45,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",2,10,Piece,208,45,0,0,Holiday demand
TXN-06384,12/12/2025,11:00,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,4,75,Bottle,104,35,0,0,Holiday demand
TXN-06385,12/12/2025,11:05,P031,White Sugar 1/2 Kilo,Rice & Staples,5,38,Pack,224,35,0,0,Regular sale
TXN-06386,12/12/2025,11:05,P043,Zonrox Bleach 250ml,Laundry & Cleaning,4,22,Bottle,35,25,0,0,Regular sale
TXN-06387,12/12/2025,11:30,P042,Joy Dishwashing Sachet,Laundry & Cleaning,7,8,Sachet,145,40,0,0,Regular sale
TXN-06388,12/12/2025,11:50,P040,Ariel Detergent Sachet,Laundry & Cleaning,7,8,Sachet,229,55,0,0,Regular sale
TXN-06389,12/12/2025,12:00,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",10,18,Pack,153,60,0,0,Holiday demand
TXN-06390,12/12/2025,12:05,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",7,8,Pack,82,45,0,0,Holiday demand
TXN-06391,12/12/2025,12:45,P036,Gardenia Tasty Bread,Bread & Bakery,4,78,Loaf,112,18,0,0,Regular sale
TXN-06392,12/12/2025,12:50,P041,Surf Detergent Sachet,Laundry & Cleaning,15,7,Sachet,224,55,0,0,Regular sale
TXN-06393,12/12/2025,12:55,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,4,13,Sachet,393,55,0,0,Regular sale
TXN-06394,12/12/2025,12:55,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",6,75,Pack,58,18,0,0,Regular sale
TXN-06395,12/12/2025,13:05,P045,Colgate Sachet,Personal Care,3,7,Sachet,222,35,0,0,Regular sale
TXN-06396,12/12/2025,13:20,P044,Safeguard Soap 60g,Personal Care,7,28,Piece,230,35,0,0,Regular sale
TXN-06397,12/12/2025,13:25,P046,Palmolive Shampoo Sachet,Personal Care,7,7,Sachet,229,40,0,0,Regular sale
TXN-06398,12/12/2025,14:10,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",8,10,Piece,75,50,0,0,Holiday demand
TXN-06399,12/12/2025,14:30,P028,Tang Orange Sachet,Drinks & Powdered Beverages,1,20,Sachet,163,30,0,0,Holiday demand
TXN-06400,12/12/2025,15:10,P025,Royal Tru-Orange 1.5L,Drinks & Powdered Beverages,4,75,Bottle,176,25,0,0,Holiday demand
TXN-06401,12/12/2025,15:45,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",6,8,Pack,196,45,0,0,Holiday demand
TXN-06402,12/12/2025,16:30,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,4,13,Sachet,41,40,0,0,Regular sale
TXN-06403,12/12/2025,16:45,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",6,18,Pack,275,45,0,1,Holiday promo demand
TXN-06404,12/12/2025,17:35,P022,Mineral Water 500ml,Drinks & Powdered Beverages,10,12,Bottle,345,80,0,0,Holiday demand
TXN-06405,12/12/2025,18:15,P029,Rice per Kilo,Rice & Staples,4,48,Kilo,286,80,0,0,Regular sale
TXN-06406,12/12/2025,19:00,P050,Ballpen Black,School & Office Supplies,2,10,Piece,131,25,0,0,Regular sale
TXN-06407,12/12/2025,19:10,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,4,20,Bottle,132,35,0,1,Holiday promo demand
TXN-06408,12/12/2025,19:30,P003,Milo Sachet 24g,Coffee & Breakfast Items,4,12,Sachet,250,45,0,0,Regular sale
TXN-06409,12/12/2025,20:00,P010,Century Tuna 180g,"Noodles, Pasta & Canned Goods",7,43,Can,165,30,0,1,Promo sale
TXN-06410,12/12/2025,20:10,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",5,17,Pack,407,75,0,0,Regular sale
TXN-06411,12/12/2025,20:40,P037,Egg Medium,"Eggs, Chilled & Frozen Items",9,9,Piece,111,90,0,0,Regular sale
TXN-06412,12/12/2025,20:55,P021,Rebisco Crackers,"Snacks, Biscuits & Sweets",5,8,Pack,205,35,0,1,Holiday promo demand
TXN-06413,12/13/2025,10:00,P042,Joy Dishwashing Sachet,Laundry & Cleaning,7,8,Sachet,138,40,0,0,Weekend demand
TXN-06414,12/13/2025,11:00,P017,SkyFlakes Crackers,"Snacks, Biscuits & Sweets",3,9,Pack,180,40,0,0,Holiday demand
TXN-06415,12/13/2025,11:00,P045,Colgate Sachet,Personal Care,2,7,Sachet,220,35,0,0,Weekend demand
TXN-06416,12/13/2025,11:25,P040,Ariel Detergent Sachet,Laundry & Cleaning,2,8,Sachet,227,55,0,0,Weekend demand
